CATEGORY,CALL GROUPS,final_case_type,CASE DESC,occ_date,x_coordinate,y_coordinate,census_tract
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/4/2016,7670546,690296,2903
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/4/2016,7679852,668255,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/4/2016,7682723,694744,9502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/4/2016,7683044,676373,9201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/4/2016,7683131,676491,9201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/4/2016,7683321,674571,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/4/2016,7688430,676293,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/4/2016,7688578,675416,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/4/2016,7693237,672197,9803
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7633466,707876,4001
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7634498,704838,4002
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7639269,708104,3901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7641260,685986,5000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7641689,678993,5800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7642574,682513,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7643759,683647,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7644271,715291,7201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7647089,711184,7202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7649967,679215,1102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7650057,682105,1101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7650520,680266,1101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7654525,697901,3100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7661522,665740,8700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7668780,674240,702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7669700,699914,7300
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7669770,684547,1702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7669770,684547,1702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7673233,695854,7800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7676867,682145,8202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7680035,674458,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7687863,672072,9102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/5/2016,7690177,680923,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/6/2016,7626077,656411,30600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/6/2016,7626421,713669,4101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/6/2016,7631752,671728,6802
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/6/2016,7639054,684627,4700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/6/2016,7643156,685089,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/6/2016,7643255,683077,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/6/2016,7643655,682985,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/6/2016,7645415,683761,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/6/2016,7645619,683790,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/6/2016,7650018,702738,3601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/6/2016,7666110,698339,7600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/6/2016,7669057,671694,502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/6/2016,7670914,684474,1702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/6/2016,7674927,686712,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/6/2016,7677342,679725,8202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/6/2016,7680901,672407,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/6/2016,7691678,676348,9702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/7/2016,7624968,709326,4200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/7/2016,7639258,686913,4800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/7/2016,7643401,682735,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/7/2016,7643553,683797,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/7/2016,7643676,684569,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/7/2016,7649916,683323,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/7/2016,7650812,695806,3302
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/7/2016,7655098,674273,902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/7/2016,7657101,689749,2600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/7/2016,7661308,683794,1801
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/7/2016,7670737,667449,602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/7/2016,7673111,666359,602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/7/2016,7678630,695726,7900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/7/2016,7683950,681547,9201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/7/2016,7689823,682996,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/7/2016,7689846,680841,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/8/2016,7626061,707425,4102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/8/2016,7629696,707071,4002
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/8/2016,7638964,684483,5200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/8/2016,7641629,678928,5800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/8/2016,7644269,674022,5900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/8/2016,7646981,681569,1101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/8/2016,7652695,683031,2000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/8/2016,7652721,662656,200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/8/2016,7655150,683621,2000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/8/2016,7657825,688296,2600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/8/2016,7662774,691294,2801
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/8/2016,7665012,674517,701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/8/2016,7668712,663739,8600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/8/2016,7677463,671020,8500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/8/2016,7681751,695022,9502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/8/2016,7683040,679969,9201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/8/2016,7687053,681792,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7634661,707137,4001
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7635440,709665,3901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7639269,708104,3901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7641208,681390,5500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7641362,680623,5600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7641965,681572,5600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7644855,694427,3502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7644995,694241,3402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7647889,696678,3401
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7648006,680783,1101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7648442,708680,7202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7650248,712295,7202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7654005,671307,301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7656489,679971,1301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7666269,685058,1701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7668496,671705,702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7669828,689420,2903
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7674134,681096,8201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7675753,697789,7300
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7678800,676134,8400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/9/2016,7679890,673556,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/10/2016,7639159,684633,4700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/10/2016,7641859,681908,5600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/10/2016,7663381,694960,7500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/10/2016,7668948,682230,1701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/10/2016,7673800,686572,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/10/2016,7674567,683615,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/10/2016,7678624,680972,8202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/10/2016,7679641,672949,8400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/10/2016,7689846,680841,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/10/2016,7690149,684686,
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/11/2016,7640558,685742,4900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/11/2016,7644358,693617,3502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/11/2016,7652047,683704,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/11/2016,7661313,669144,401
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/11/2016,7666151,663887,8700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/11/2016,7668580,674117,702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/11/2016,7669502,692056,2902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/11/2016,7671642,670888,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/11/2016,7676581,683320,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/11/2016,7677771,685967,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/11/2016,7680677,676590,9201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/11/2016,7686671,676340,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/11/2016,7688615,684383,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/11/2016,7689949,684247,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/12/2016,7637650,698723,980000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/12/2016,7644796,685268,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/12/2016,7645602,713772,7202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/12/2016,7645714,693036,2203
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/12/2016,7648972,680672,1101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/12/2016,7649145,654389,
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/12/2016,7650289,662464,100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/12/2016,7650289,686955,2402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/12/2016,7654767,670620,301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/12/2016,7657891,682493,1301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/12/2016,7658106,681743,1400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/12/2016,7665987,687591,1701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/12/2016,7669149,674300,701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/12/2016,7673516,686414,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/12/2016,7683941,684380,9302
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/12/2016,7683943,675951,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/13/2016,7639526,661286,6200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/13/2016,7643288,687090,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/13/2016,7643803,693159,3502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/13/2016,7649745,664120,100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/13/2016,7654814,665933,302
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/13/2016,7672202,697815,7700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/13/2016,7674110,666737,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/13/2016,7677966,678631,8202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/13/2016,7684109,694109,9502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/14/2016,7643288,686573,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/14/2016,7644308,683033,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/14/2016,7644392,696507,3501
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/14/2016,7645228,684152,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/14/2016,7645450,684069,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/14/2016,7647868,690625,2203
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/14/2016,7648645,703555,3701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/14/2016,7650690,677434,1000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/14/2016,7657685,682924,1900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/14/2016,7662239,663552,8800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/14/2016,7662985,684979,1801
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/14/2016,7667075,677007,701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/14/2016,7667474,666099,8600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/14/2016,7669271,669043,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/14/2016,7674746,671255,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/14/2016,7680950,683100,9201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/14/2016,7684792,681817,9202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/15/2016,7631656,707003,4001
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/15/2016,7642842,684106,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/15/2016,7645129,683993,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/15/2016,7665480,697745,7600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/15/2016,7665802,697989,7600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/15/2016,7669419,684809,1702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/15/2016,7669586,687156,1702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/15/2016,7673328,668472,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/15/2016,7679786,674323,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/15/2016,7681781,671305,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/15/2016,7686916,681937,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/15/2016,7691145,678417,9702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/16/2016,7643292,679074,5700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/16/2016,7646032,704732,3701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/16/2016,7646889,702493,3701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/16/2016,7648068,688245,2303
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/16/2016,7656739,699093,3603
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/16/2016,7670677,679049,1602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/16/2016,7673557,684333,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/16/2016,7673578,696365,7800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/16/2016,7674969,684121,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/16/2016,7679701,684067,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/16/2016,7679797,686453,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/16/2016,7686714,666539,8901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/16/2016,7690024,681395,
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/17/2016,7630972,707293,4001
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/17/2016,7638263,689050,4500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/17/2016,7639238,668299,6100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/17/2016,7644176,682411,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/17/2016,7644195,685884,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/17/2016,7644214,682741,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/17/2016,7645054,685292,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/17/2016,7649728,688198,2402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,10/17/2016,7649947,696758,3301
