CATEGORY,CALL GROUPS,final_case_type,CASE DESC,occ_date,x_coordinate,y_coordinate,census_tract
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/4/2016,7674171,670811,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/4/2016,7679204,682926,8202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/4/2016,7682517,694732,9502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/4/2016,7683198,694612,9502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7641157,685953,5000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7642102,699029,3803
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7642297,685790,5000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7642372,679502,5600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7643676,684569,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7644414,683727,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7644583,679580,5700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7648070,682861,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7648419,685469,2303
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7649494,683937,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7650138,680007,1102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7658523,679826,1400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7659560,667897,401
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7662021,696815,7500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7666373,697988,7600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7668732,676023,701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7669262,682218,1701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7669338,684876,1701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7675783,696290,7900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7681510,682722,9201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7686671,676340,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7686776,681267,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/5/2016,7690149,684686,
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7639747,667281,6002
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7639777,686133,4800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7643659,717356,7201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7644038,669628,5900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7644559,683578,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7644876,685088,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7645266,684907,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7647028,690787,2203
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7648068,688245,2303
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7649117,697251,3301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7652136,681253,1201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7653499,698049,3200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7659402,687553,2702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7659716,682340,1802
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7661471,698315,7500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7669026,671278,502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7669057,671694,502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7671470,664560,602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7671471,663417,8902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7675766,673302,8302
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7678503,683804,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7679682,683035,8202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7681368,673206,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7686279,675990,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7690108,678292,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/6/2016,7690177,680923,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/7/2016,7629703,670197,6701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/7/2016,7645024,683753,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/7/2016,7645447,667578,5900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/7/2016,7646854,697328,3401
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/7/2016,7648300,693302,2203
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/7/2016,7651719,693644,3200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/7/2016,7652308,701818,3602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/7/2016,7654391,689727,2502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/7/2016,7660165,680593,1400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/7/2016,7669542,693005,2902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/7/2016,7672054,671507,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/7/2016,7674789,687546,8001
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/7/2016,7677168,671638,8400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/7/2016,7679771,685631,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/7/2016,7681815,672497,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/7/2016,7683208,674190,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/7/2016,7690664,676798,9702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/7/2016,7692201,673249,
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/8/2016,7640896,684752,4900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/8/2016,7642292,684035,5200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/8/2016,7644116,684355,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/8/2016,7644284,686073,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/8/2016,7648396,682086,1101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/8/2016,7660903,698451,7400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/8/2016,7669138,693850,2902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/8/2016,7670002,665925,602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/8/2016,7680339,673849,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/8/2016,7686985,682274,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/9/2016,7635323,662197,6502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/9/2016,7640296,684438,4800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/9/2016,7643510,679052,5700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/9/2016,7651211,688932,2402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/9/2016,7652126,662594,200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/9/2016,7652195,683947,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/9/2016,7655586,686288,2000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/9/2016,7669180,674315,8301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/9/2016,7669455,696509,7600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/9/2016,7671851,695911,7700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/9/2016,7673247,683448,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/9/2016,7679125,671877,8400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/9/2016,7679543,674291,8400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/9/2016,7683943,694618,9502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/9/2016,7684135,681830,9201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/9/2016,7689079,682728,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/9/2016,7689804,682847,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/10/2016,7626023,708207,4102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/10/2016,7639584,684116,5200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/10/2016,7642051,681518,5600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/10/2016,7642429,681448,5600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/10/2016,7643842,709875,7202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/10/2016,7644884,695345,3502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/10/2016,7646740,692376,2203
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/10/2016,7648596,684843,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/10/2016,7648720,678087,1102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/10/2016,7651195,699182,3601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/10/2016,7658595,681897,1400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/10/2016,7663301,662658,8800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/10/2016,7667311,677273,1601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/10/2016,7669011,691143,2902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7625738,706852,4102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7627116,712480,4101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7631036,657473,6403
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7635992,708460,3901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7636371,708642,3901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7639856,684585,4800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7645053,684388,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7645181,683408,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7651109,683626,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7651680,675850,1000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7651680,675850,1000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7656921,687725,1900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7658176,700868,3603
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7666408,662129,8600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7673800,686572,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7675155,678987,8201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7675158,701502,7300
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7686521,676433,9202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/11/2016,7692322,672636,9804
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/12/2016,7642372,679502,5600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/12/2016,7642913,686672,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/12/2016,7643635,679388,5700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/12/2016,7661276,667577,401
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/12/2016,7664205,696573,7500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/12/2016,7667985,673234,702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/12/2016,7668835,670682,502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/12/2016,7672539,666395,602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/12/2016,7680370,673783,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/12/2016,7681912,676577,9201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/12/2016,7691833,694297,10200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/13/2016,7623174,708694,4200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/13/2016,7627020,699267,4300
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/13/2016,7643898,682109,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/13/2016,7644046,685512,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/13/2016,7649094,688574,2303
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/13/2016,7659169,683332,1900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/13/2016,7665930,667791,501
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/13/2016,7671000,687238,2903
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/13/2016,7673870,680227,8201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/13/2016,7674688,684683,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/13/2016,7675766,681926,8202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/13/2016,7678717,685432,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/13/2016,7679525,682585,8202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/13/2016,7683548,676365,9201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/13/2016,7687590,673723,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7642506,684960,5000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7645228,684152,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7646818,700615,3702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7648244,682679,1101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7648361,683043,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7648627,697828,3301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7650858,688503,2402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7651540,682215,1201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7651639,701337,3602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7651646,688738,2402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7657749,669261,301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7664011,695603,7500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7669170,667744,602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7670150,673932,8301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7671321,674063,8301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7672809,668915,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7673995,670332,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7674965,696782,7700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7675423,696300,7900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7676485,698784,7300
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7676643,691758,8001
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7691038,680864,9702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/14/2016,7692812,681238,9702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/15/2016,7629647,712356,4101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/15/2016,7632637,706341,4002
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/15/2016,7641204,705023,3801
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/15/2016,7641602,656335,6300
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/15/2016,7644097,685348,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/15/2016,7644370,708679,7202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,8/15/2016,7646619,680099,
