Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
34742206,11/09/2016 12:00:00 AM,08/16/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10035,58 EAST  117 STREET,EAST  117 STREET,MADISON AVENUE,PARK AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,12/09/2016 10:11:03 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,11/09/2016 10:27:07 AM,11 MANHATTAN,MANHATTAN,999804,230899,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80042669997795,-73.94382061365984,"(40.80042669997795, -73.94382061365984)"
34742132,11/09/2016 12:00:00 AM,10/13/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Mixed Use Building,10026,200 WEST  113 STREET,WEST  113 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,12/09/2016 03:06:28 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,11/09/2016 03:18:15 PM,10 MANHATTAN,MANHATTAN,996924,231252,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80140018861735,-73.95422219756892,"(40.80140018861735, -73.95422219756892)"
34741579,11/09/2016 12:00:00 AM,11/01/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,10013,403 GREENWICH STREET,GREENWICH STREET,BEACH STREET,HUBERT STREET,,,ADDRESS,NEW YORK,,N/A,Pending,12/09/2016 04:44:20 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,11/09/2016 04:50:24 PM,01 MANHATTAN,MANHATTAN,981477,201957,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72100159777856,-74.01000384285433,"(40.72100159777856, -74.01000384285433)"
34741031,11/09/2016 12:00:00 AM,08/29/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10014,43 JANE STREET,JANE STREET,,,,,LATLONG,NEW YORK,,N/A,Pending,12/09/2016 07:01:48 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,11/09/2016 07:04:09 PM,Unspecified MANHATTAN,MANHATTAN,982943,208266,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73831859830857,-74.00471634360049,"(40.73831859830857, -74.00471634360049)"
34739109,11/09/2016 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,10019,WEST 56 STREET,WEST 56 STREET,9 AVENUE,10 AVENUE,,,BLOCKFACE,NEW YORK,,N/A,Assigned,12/09/2016 11:46:51 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,11/09/2016 11:53:01 AM,Unspecified MANHATTAN,MANHATTAN,987677,219022,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.767840523262635,-73.98762809931338,"(40.767840523262635, -73.98762809931338)"
34739258,11/09/2016 12:00:00 AM,11/09/2016 03:21:50 PM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10027,2353 FREDERICK DOUGLAS BOULEVARD,FREDERICK DOUGLAS BOULEVARD,WEST 126 STREET,WEST 127 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,11/23/2016 02:42:05 PM,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",11/09/2016 03:21:35 PM,10 MANHATTAN,MANHATTAN,997932,234752,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81100521852789,-73.95057422383617,"(40.81100521852789, -73.95057422383617)"
34742418,11/09/2016 12:01:00 AM,11/10/2016 08:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10010,311 EAST   23 STREET,EAST   23 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,11/10/2016 08:00:00 PM,06 MANHATTAN,MANHATTAN,989697,208020,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73764180845719,-73.98034455788053,"(40.73764180845719, -73.98034455788053)"
34745036,11/09/2016 12:03:00 AM,11/09/2016 12:05:00 AM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10028,,,,,EAST 86 STREET,1 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,11/09/2016 12:05:00 AM,08 MANHATTAN,MANHATTAN,998272,222318,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77687672417263,-73.9493719459117,"(40.77687672417263, -73.9493719459117)"
34734892,11/09/2016 12:03:02 AM,11/09/2016 01:54:07 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10031,507 WEST 147 STREET,WEST 147 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,Precinct,Closed,11/09/2016 08:03:02 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/09/2016 01:54:07 AM,09 MANHATTAN,MANHATTAN,998867,240493,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.826761147449865,-73.94718406330993,"(40.826761147449865, -73.94718406330993)"
34743143,11/09/2016 12:11:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10038,160 FRONT STREET,FRONT STREET,MAIDEN LN,FLETCHER ST,,,ADDRESS,NEW YORK,,N/A,Started,,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,11/09/2016 08:02:00 PM,01 MANHATTAN,MANHATTAN,982792,196481,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70597159831809,-74.0052586780693,"(40.70597159831809, -74.0052586780693)"
34734097,11/09/2016 12:11:35 AM,11/09/2016 12:44:42 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,110 FORSYTH STREET,FORSYTH STREET,BROOME STREET,DELANCEY STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,11/09/2016 08:11:35 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/09/2016 12:44:42 AM,03 MANHATTAN,MANHATTAN,986316,201217,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.718970669398196,-73.9925469493258,"(40.718970669398196, -73.9925469493258)"
34742062,11/09/2016 12:12:52 AM,11/13/2016 09:29:06 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10002,160 HENRY STREET,HENRY STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,11/13/2016 09:29:06 AM,03 MANHATTAN,MANHATTAN,987189,199200,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71343424053641,-73.98939850119805,"(40.71343424053641, -73.98939850119805)"
34744091,11/09/2016 12:14:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10007,,,,,VESEY STREET,CHURCH STREET,INTERSECTION,NEW YORK,,N/A,Open,,,,01 MANHATTAN,MANHATTAN,981444,198708,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.7120838609368,-74.01012153894817,"(40.7120838609368, -74.01012153894817)"
34739961,11/09/2016 12:18:00 AM,11/10/2016 08:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10010,320 EAST   23 STREET,EAST   23 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,11/10/2016 08:00:00 PM,06 MANHATTAN,MANHATTAN,989747,207983,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73754022168191,-73.9801641636468,"(40.73754022168191, -73.9801641636468)"
34738524,11/09/2016 12:20:11 AM,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10027,409 WEST  129 STREET,WEST  129 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,11/09/2016 12:00:00 AM,09 MANHATTAN,MANHATTAN,997557,235781,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81383010929395,-73.95192685875286,"(40.81383010929395, -73.95192685875286)"
34737642,11/09/2016 12:21:16 AM,11/09/2016 02:56:47 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Television,Store/Commercial,10003,,,,,3 AVENUE,EAST   19 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/09/2016 08:21:16 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/09/2016 02:56:47 AM,06 MANHATTAN,MANHATTAN,988425,207559,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73637716939731,-73.98493484247116,"(40.73637716939731, -73.98493484247116)"
34739397,11/09/2016 12:22:11 AM,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10027,409 WEST  129 STREET,WEST  129 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,11/09/2016 12:00:00 AM,09 MANHATTAN,MANHATTAN,997557,235781,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81383010929395,-73.95192685875286,"(40.81383010929395, -73.95192685875286)"
34743161,11/09/2016 12:29:00 AM,,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10025,485 CENTRAL PARK WEST,CENTRAL PARK WEST,W 108 ST,W 109 ST,,,ADDRESS,NEW YORK,,N/A,Open,,,,07 MANHATTAN,MANHATTAN,995685,230700,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.79988678999242,-73.9586983379131,"(40.79988678999242, -73.9586983379131)"
34743398,11/09/2016 12:31:00 AM,11/09/2016 12:35:00 AM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10028,,,,,EAST 86 STREET,1 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,11/09/2016 12:35:00 AM,08 MANHATTAN,MANHATTAN,998272,222318,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77687672417263,-73.9493719459117,"(40.77687672417263, -73.9493719459117)"
34742371,11/09/2016 12:35:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10021,,,,,2 AVENUE,EAST 72 STREET,INTERSECTION,NEW YORK,,N/A,Open,,,,08 MANHATTAN,MANHATTAN,995784,219375,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76880255648968,-73.95836020754898,"(40.76880255648968, -73.95836020754898)"
34741618,11/09/2016 12:35:00 AM,11/10/2016 08:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10010,340 EAST   23 STREET,EAST   23 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,11/10/2016 08:00:00 PM,06 MANHATTAN,MANHATTAN,989853,207920,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.737367235757965,-73.979781716831,"(40.737367235757965, -73.979781716831)"
34735718,11/09/2016 12:37:37 AM,11/09/2016 02:59:03 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10014,14 BEDFORD STREET,BEDFORD STREET,BEND,DOWNING STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,11/09/2016 08:37:37 AM,The Police Department responded to the complaint and determined that police action was not necessary.,11/09/2016 02:59:03 PM,02 MANHATTAN,MANHATTAN,983282,204900,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72907980000101,-74.00349256897498,"(40.72907980000101, -74.00349256897498)"
34734972,11/09/2016 12:37:44 AM,11/09/2016 02:04:38 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10034,553 ACADEMY STREET,ACADEMY STREET,NAGLE AVENUE,POST AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,11/09/2016 08:37:44 AM,The Police Department responded to the complaint and took action to fix the condition.,11/09/2016 02:04:38 AM,12 MANHATTAN,MANHATTAN,1005570,253737,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.863098389922236,-73.92292186414474,"(40.863098389922236, -73.92292186414474)"
34742304,11/09/2016 12:38:00 AM,11/10/2016 01:55:00 AM,DEP,Department of Environmental Protection,Hazardous Materials,Chemical Odor (HD1),,10028,305 EAST   86 STREET,EAST   86 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and determined that no further action is required.,11/10/2016 01:55:00 AM,08 MANHATTAN,MANHATTAN,997734,222619,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77770372685646,-73.95131385274287,"(40.77770372685646, -73.95131385274287)"
34736849,11/09/2016 12:38:12 AM,11/09/2016 03:56:07 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,,,,,EAST   11 STREET,2 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/09/2016 08:38:12 AM,The Police Department responded to the complaint and took action to fix the condition.,11/09/2016 03:56:07 AM,03 MANHATTAN,MANHATTAN,988026,205374,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.730380061088596,-73.9863758286881,"(40.730380061088596, -73.9863758286881)"
34741589,11/09/2016 12:39:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10021,,,,,2 AVENUE,EAST 72 STREET,INTERSECTION,NEW YORK,,N/A,Open,,,,08 MANHATTAN,MANHATTAN,995784,219375,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76880255648968,-73.95836020754898,"(40.76880255648968, -73.95836020754898)"
34742779,11/09/2016 12:42:51 AM,11/14/2016 07:28:34 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10025,908 COLUMBUS AVENUE,COLUMBUS AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,11/14/2016 07:28:34 AM,07 MANHATTAN,MANHATTAN,994319,230092,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.79821965809074,-73.96363305490158,"(40.79821965809074, -73.96363305490158)"
